,Clean_Text,label
22823,jammin capital garden xx,2
17754,cant belive xxx,2
1834,painful sunk deep depression sink further,0
39499,stay long needed definitely come visit look forward,1
977,birth control way onslaught horrible effects depression,0
22318,happy provide backup support murderous rampages,1
2152,day today depression dont think ill leaving house today,0
2283,cant sleep,2
22765,yeah r im going concert end month,1
35813,yeah im okay icing ace bandage sitting twitter lol thanks,1
2573,yeahhh u wasnt thereeeeeeeeeee,1
20053,endless streams tea holiday day know raining,2
16548,yeah im jus glad thunder stopped,1
31376,obsessing chris pine heehee,1
39122,sumptuous mexican meal,1
6314,university hungry,1
26137,httptwitpiccomjhl picked watch yey,1
23536,hooray avatar wil gardeners zone,1
14338,home didnt bloody movie booked night museum fun,1
27310,gotdamn girl dont know im sleepy grrr,1
32720,writing song,1
28760,sang quotshinequot newsboys car holla,1
1733,rt mothers depression negatively impact childs iqto know information neurology neurocognitivedisorders visit  httpsneurocognitivedisordersconferenceseriescom according cdcp mothers depression negatively affect ch pictwittercomxxhdyuai,0
22271,youre london wow im near,2
25796,listening bands recommended sarrah like friday night boys lt,1
29635,gusying dinner bourbon amp branch zeitgeist surprise party taylor shh,2
33184,drinking yay,1
20543, people  yrs dk facebook profiles citizens range dk,2
38608,weetabix choco milk yum,1
29232,thx tip figure,1
11,pan ghey friends leaning leftist politics medicated depression showin face makeupdo yall think itll,0
5938,woot interview went awsome didnt talk mr johnny thought oh good,1
29309,yeah ive seen guess ive needed,2
16947,thought saw atrak van turns alcohol team van,2
19660,yeahi guess dont company weekend wants come hang,2
23783,waiting movie finish test screening ghost girlfriends past glass wine lolly bag hand yay,2
35129,nungguin sista law lahiran di rs asihkayaknya sih sore ini lahiran yeayy baby girl family,1
19845,movie plane mall cop but saw nephews,1
627,half year ago experiencing symptoms depression diagnosed  months ago scratching point bleeding happening,0
27485,happy juddday,1
9203,gonna  day found im stayin til ,2
32680,funny loved fell haha,1
34182,getting emilie half hour nice day talk later hope,1
39465,found prom dress,1
36497,wooh th tweet life xd,1
31083,nice win dodgers  giants,1
23639,happy star wars day,1
22470,oh forgot happy star wars day fourth,1
39108,good morning everybody,1
21098,oh thank thank hoping video online,1
9875,raining staunton need rain means ive got sitting outside people,2
31168,yay breaking ,1
4372,moved half balcony anymore got great miniherb garden window sill,2
3034,messed backhip hurts bad,2
28764, hrs graduation going tonight celebrate,1
18689,thought simple found hilarious,1
6313,ok booboo daddy took dental bridgefront tooth forgot table uhoh shiney plastic chew sawwy,2
26457,good morning ready hospital cat scan best wishes,1
38258,cheers tony btw notice swear words tweets,2
39711,cool nice bless her ya upto love l xoxox,1
34815,yes said  hours,1
23,uhhh idk yall wanna rant like kinda need sorry advanced swear time talk mental health irl cares like ppl tell stop depressed cant control depression fucking ,0
31714,watching justin timberlake snl,1
38904,yeah exactly fans overpower haters anyday u know wat wat u wnt dnt care anymore know truth,2
39716,feels like warm things,1
32933,thank guts  followers means lot,1
126,need pack cali cali waittt thinking glass wine order celebrate weekend vaca work morrow tho,1
3655,soo wanna eat mcdonalds fries,1
36983,yay sundays maid came house clean,1
21616,oh birthday happy birthday andre michelle,1
22353,waking vegas goooooooooooooooooooooooood,1
8034,oh hella forgot official good morning like hear goooooooooooood morrrrrrrrning twitterville lol,1
38120,woo im getting mondaycant wait x,1
34547,like mean random person obviously dont know think alike,1
19322,happier despite looming departure,1
41,depression robs motivation turning simplest tasks monumental hurdles,0
25331,day new job yeah,1
35174,obamas speech correspondents association promised complete  days  httptinyurlcomqmumk,2
31952,agree completely attitude amp chutzpah,2
13933,httptwitpiccomgwh bwahahahahahahaha nice want doggy,1
156,negative energy paranormal investigation lead depression httpbitlyctzzl pictwittercomxytbnutdc,0
31,depression clouds enjoyment usually feel activities,0
32362,baking experiment results delicious sweet rich sweet,1
22176,hey tay plz u write hey elin im sick u feel better,1
31221,need buy plane ticket,1
27804,yep things good haircut ability listen value taking seriously,1
11701,tgif rainy blah outside need sun trying figure tonight want prov hookah bar,1
868,churchill downs tomorrow,2
2179,ive understood churchill called depression black dog think things life affirming big daft mutt chasing world,0
24517,polly scattergoods new single today download dont touch ep itunes ace httptrimkpk,1
24688,httptwitpiccomhsd weheyyyy thanks midi keyboards,1
87,days blend monotonous existence joy happiness feel like distant memories,0
21907,httptwitpiccomfl beautiful lake like mirror,2
28633,watching day air,1
22671,got tattoo fixed today didnt hurt thank god cant wait ,1
31958,great day moms sis makes ya appreciate days,1
38553,im pleased actually managed run km mothers day classic stopping,1
3368,ah nice bike commute days what google sez called quadriceps literally screaming gah,1
32570,great night justine boys westconn people met tonight haha,1
38846,good morning finally day sunshine summer hol away watch footie sun x,1
306,hello depression old friend kindly fuck ,0
24372,fantastic time paradise drink margeritas,2
23198,thats funnywell ill bye bc im deliriouslol worked  hrs thinkcrazyanyhoo bye lady,1
2994,flying ontario  hourswill probably stay awakei  dayscamping  time yayi sleepy,1
34473,eatin lunchn readin comments niteda best comment receive quotyou brought anne lifequot,2
26176,doneeee wheeee hahaaaaaaaa tired sleepy peter u suck coming bday,2
3036,early,2
8218,awww nooo venus redemption come doubles,2
31471,message book piercing appointment,2
38468,morrrning day random awesome weekend gonna round dbar style good timezzz,1
30802,wtf lmao just got hit head bloody balls,2
25135,hello thereeeeeee,1
1579,omg lyks hahahahaha depression feel guilty hating ,0
36548,updating live benihana tokyo waikiki happy birthday mark,1
22645,got ohh baby got itsingapore im going rock city,1
24826,httptwitpiccomjerc view atlas mountains morocco straits gibraltar took day europa point gib,1
33117,lol girl im  young college yay congrats downtown graduate,1
14525,thats awesome man damn sent affiliate link lol oh,2
31305,time bed hope saturday lovely,1
7705,im fed,1
39596,um glad enjoyed,1
1585,fun game candamir kids night cant believe day,2
20740,curing le hangover epic night bruised n battered hectic gokarting session pretty satisfied thank,1
884,single person world culture language country knows eat food matter httpswwworganiclivefoodcomnutritionfoodmedicineorganicliverawfoodsbeatcancercellsphp  food body food soul httpwwwseattleorganicrestaurantscomveganwholefoodnaturalfoodsherbsfortreatingdepressionanxietyphp  depression food health organic pictwittercomnljbjki,0
56,depression distorts perception time making days feel like weeks minutes stretch hours,0
69,long sense peace quiet respite chaos noise mind,0
39042,youre welcome,1
36535,wonderful gerrard scores  league moment hopefully city helps today,2
37929,u friendster add email adress add lococrimest add leave comment,1
5340,o saw fleetwood mac im insanely jealous dont money buy tickets think ill ,1
35250,signing night watching quotthe readerquot im sure ill snooze point good night,1
15326,oh joy gong long weekebd yipee ,1
36483,ordering pizzas watching diggnation trying tweetdeck good,1
7726,nice bea bummed cant try near future,1
38999,home stingcrunk of courselong ass day n nitealso visited boy rob vall goodhappy mothers dayword yo mutha,2
36945,beer pong dubstep good nite,1
7436,haha yeah improving nite big time skype soon tho tear away,1
1166,manic depression jimmy tough,0
36276,adventure fun  yr old  mo old youre brave hope great time,1
39507,happy mothers day trying havent nailed teenagers tree,1
25219,arent u famous lol adoring fan fan hehehe im no fan,1
24253,fun bbq good matter,1
24049,yay sing loud wed fall boy time low cobra starship friday win,1
2809,bro,2
31018,sure wife like cool cats,1
15446,stayed home,1
8771,want outside play sunshine sit computer day lunch patio,2
22729,happy birthday whats better getting birthday greetings strangers little thats i kid lt,1
22822,extremely happy new track quotthe awakeningquot featured indivibe httpwwwindivibecomvibephpcity,2
12158,cut thumb saw small metals,2
19,accomplishment feels hollow depression convinces dont deserve success happiness,0
30571,excellent point,1
35362,super cool dream night asked wooowww hopes come true ,1
19195,went concert remember derek mark hosting miss seeing bhb grove,1
23968,great stuff cant wait hear,1
6572,tgif resto home dayuummm expensive,2
35204,happy mothers day hope youll great day today,1
4097,miffed discover de la souls quotstakes highquot cassette itunesamazon dont sell digital copy,2
385,fb boring wanna sing right ,1
33274,celebrated  plays lastfm dez moines tdwp httpbitlygwuhx,1
16168,unintentionally snubbed ineptnessshyness feel badly,1
27917,thanks remembering,1
1307,grief exception grieving depression treated dsm changes httpwpmepskmvf diagnosis,0
35812,prism new webtop mozilla labs rocks world,1
4653,jake thomas looks precious  hate quotthere white lightquot ghost whisperer,2
32957,drink hot chocolate yummy,1
1280,minor illness worsens depression symptoms httpsbufflyvmwpjk,0
2638,wondering friends went,1
30142,way homee love long car rideslt,1
515,shit depression dont stop tweeting,0
37938,hahahaha definitely writing,1
21245,wow years congrats,1
38805,famous houston look httpisgdysah,1
9847,playing munchkin today talking cakes getting ready yard sale tomorrow looking forward,1
36311,wishing blessed amp beautiful mothers day,1
1276,watching jay lenos nd tonight havent gone day leno like yearss,1
30631,night myers wout lydia im actually excited summer,2
15004,confused,2
24065,love alex pardee colours picturs differnt,2
31847,ok mother fucking duet hysterical lol,1
20739,laying bed spot smells like vanilla awesome,1
32900,thx chatty night,1
1636,soo happy frustrated time  s ohh noo britney recording new video radar sooo exxciiteed,1
38340,went church twas different lol,1
80,depression feeds insecurities amplifying consume thought,0
35604,haha hotter justin timberlake,1
2020,today god wants know emotions grow size practiced regularlypractice love love practice hate hate practice kindness kindness practice depression depression choice,0
15550,oh im sorry didnt know hope youre x,2
7040,oh noesss seniors day tickling till floor giggling totally worth plus senior sandwhich,1
33504,excited tonights party ron httpplurkcompsujth,1
31411,finally work,1
35019,amost,1
25070,forgot ec machine running  days got  bill amazon teaches organized fair price,2
